
                        S T E P       1


                                INCREMENT     1


 displacements (vx,vy,vz) for set FRONT_READ and time  0.1000000E+01

         1  8.565356E-03  3.172050E+00  4.099295E+00
         3 -8.565356E-03  3.172050E+00 -4.099295E+00

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set ALL_MEMBERS and time  0.1000000E+01

        66   1 -3.687325E-01 -3.719222E+00  3.721602E-13 -1.171067E+00 -4.563129E-14 -1.093063E-14
        66   2 -3.687325E-01 -3.719222E+00 -8.961804E-14 -1.171067E+00  5.067147E-14 -4.413302E-14
        66   3 -3.687325E-01 -3.719222E+00  2.071135E-14 -1.171067E+00  9.058529E-14  1.962237E-13
        66   4 -3.687325E-01 -3.719222E+00 -1.358097E-13 -1.171067E+00 -1.965051E-14 -1.056706E-14
        66   5 -3.687325E-01 -3.719222E+00  2.728472E-13 -1.171067E+00 -6.441686E-15 -8.455995E-15
        66   6 -3.687325E-01 -3.719222E+00  3.911809E-14 -1.171067E+00  7.731782E-15 -2.814756E-14
        66   7 -3.687325E-01 -3.719222E+00 -7.973063E-14 -1.171067E+00  1.317100E-13  1.890695E-13
        66   8 -3.687325E-01 -3.719222E+00 -9.738130E-15 -1.171067E+00 -6.211521E-14  2.210756E-14
        67   1  5.022385E-02  5.065831E-01 -5.547346E-16 -1.595072E-01 -1.440217E-14 -3.509062E-14
        67   2  5.022385E-02  5.065831E-01 -6.060670E-14 -1.595072E-01 -1.219727E-14  1.454290E-14
        67   3  5.022385E-02  5.065831E-01  9.029814E-14 -1.595072E-01 -8.782038E-14  6.004812E-15
        67   4  5.022385E-02  5.065831E-01 -7.598409E-14 -1.595072E-01  5.950863E-14  2.758461E-14
        67   5  5.022385E-02  5.065831E-01 -1.747997E-13 -1.595072E-01  6.051725E-15 -2.552045E-14
        67   6  5.022385E-02  5.065831E-01 -1.828497E-14 -1.595072E-01 -2.399579E-14  1.041460E-14
        67   7  5.022385E-02  5.065831E-01 -6.826937E-14 -1.595072E-01 -6.748377E-14  1.782679E-14
        67   8  5.022385E-02  5.065831E-01 -4.067656E-14 -1.595072E-01  4.968044E-14  2.317482E-14
        68   1 -5.022385E-02 -5.065831E-01  8.883049E-14 -1.595072E-01 -2.894507E-14 -4.691259E-16
        68   2 -5.022385E-02 -5.065831E-01 -4.996156E-15 -1.595072E-01 -3.297955E-14  4.878910E-15
        68   3 -5.022385E-02 -5.065831E-01  6.934899E-14 -1.595072E-01 -3.595850E-14 -1.763914E-14
        68   4 -5.022385E-02 -5.065831E-01  1.184312E-13 -1.595072E-01 -4.419166E-14  1.876504E-15
        68   5 -5.022385E-02 -5.065831E-01  1.154611E-13 -1.595072E-01 -1.184543E-14 -3.377707E-15
        68   6 -5.022385E-02 -5.065831E-01 -2.477187E-14 -1.595072E-01 -5.204952E-14  1.182197E-14
        68   7 -5.022385E-02 -5.065831E-01  4.311261E-14 -1.595072E-01 -1.409723E-14 -2.739695E-14
        68   8 -5.022385E-02 -5.065831E-01  1.201996E-13 -1.595072E-01 -6.398878E-14  1.210345E-14
        69   1  3.045715E-01  3.072062E+00  3.605102E-01 -9.672966E-01  3.313626E-01 -1.052383E+00
        69   2  3.045715E-01  3.072062E+00  3.605102E-01 -9.672966E-01  3.313626E-01 -1.052383E+00
        69   3  3.045715E-01  3.072062E+00  3.605102E-01 -9.672966E-01  3.313626E-01 -1.052383E+00
        69   4  3.045715E-01  3.072062E+00  3.605102E-01 -9.672966E-01  3.313626E-01 -1.052383E+00
        69   5  3.045715E-01  3.072062E+00  3.605102E-01 -9.672966E-01  3.313626E-01 -1.052383E+00
        69   6  3.045715E-01  3.072062E+00  3.605102E-01 -9.672966E-01  3.313626E-01 -1.052383E+00
        69   7  3.045715E-01  3.072062E+00  3.605102E-01 -9.672966E-01  3.313626E-01 -1.052383E+00
        69   8  3.045715E-01  3.072062E+00  3.605102E-01 -9.672966E-01  3.313626E-01 -1.052383E+00
        70   1 -3.045715E-01 -3.072062E+00 -3.605102E-01 -9.672966E-01 -3.313626E-01 -1.052383E+00
        70   2 -3.045715E-01 -3.072062E+00 -3.605102E-01 -9.672966E-01 -3.313626E-01 -1.052383E+00
        70   3 -3.045715E-01 -3.072062E+00 -3.605102E-01 -9.672966E-01 -3.313626E-01 -1.052383E+00
        70   4 -3.045715E-01 -3.072062E+00 -3.605102E-01 -9.672966E-01 -3.313626E-01 -1.052383E+00
        70   5 -3.045715E-01 -3.072062E+00 -3.605102E-01 -9.672966E-01 -3.313626E-01 -1.052383E+00
        70   6 -3.045715E-01 -3.072062E+00 -3.605102E-01 -9.672966E-01 -3.313626E-01 -1.052383E+00
        70   7 -3.045715E-01 -3.072062E+00 -3.605102E-01 -9.672966E-01 -3.313626E-01 -1.052383E+00
        70   8 -3.045715E-01 -3.072062E+00 -3.605102E-01 -9.672966E-01 -3.313626E-01 -1.052383E+00
        71   1 -2.240938E-04 -2.260323E-03 -2.652516E-04  7.117052E-04  2.438057E-04 -7.743089E-04
        71   2 -2.240938E-04 -2.260323E-03 -2.652516E-04  7.117052E-04  2.438057E-04 -7.743089E-04
        71   3 -2.240938E-04 -2.260323E-03 -2.652516E-04  7.117052E-04  2.438057E-04 -7.743089E-04
        71   4 -2.240938E-04 -2.260323E-03 -2.652516E-04  7.117052E-04  2.438057E-04 -7.743089E-04
        71   5 -2.240938E-04 -2.260323E-03 -2.652516E-04  7.117052E-04  2.438057E-04 -7.743089E-04
        71   6 -2.240938E-04 -2.260323E-03 -2.652516E-04  7.117052E-04  2.438057E-04 -7.743089E-04
        71   7 -2.240938E-04 -2.260323E-03 -2.652516E-04  7.117052E-04  2.438057E-04 -7.743089E-04
        71   8 -2.240938E-04 -2.260323E-03 -2.652516E-04  7.117052E-04  2.438057E-04 -7.743089E-04
        72   1  2.240938E-04  2.260323E-03  2.652516E-04  7.117053E-04 -2.438058E-04 -7.743090E-04
        72   2  2.240938E-04  2.260323E-03  2.652516E-04  7.117053E-04 -2.438058E-04 -7.743090E-04
        72   3  2.240938E-04  2.260323E-03  2.652516E-04  7.117053E-04 -2.438058E-04 -7.743090E-04
        72   4  2.240938E-04  2.260323E-03  2.652516E-04  7.117053E-04 -2.438058E-04 -7.743090E-04
        72   5  2.240938E-04  2.260323E-03  2.652516E-04  7.117053E-04 -2.438058E-04 -7.743090E-04
        72   6  2.240938E-04  2.260323E-03  2.652516E-04  7.117053E-04 -2.438058E-04 -7.743090E-04
        72   7  2.240938E-04  2.260323E-03  2.652516E-04  7.117053E-04 -2.438058E-04 -7.743090E-04
        72   8  2.240938E-04  2.260323E-03  2.652516E-04  7.117053E-04 -2.438058E-04 -7.743090E-04
        73   1  6.763685E-13  1.286710E-01  2.190345E+00  1.103384E-13 -4.623705E-13 -5.308803E-01
        73   2 -2.885132E-13  1.286710E-01  2.190345E+00  2.056648E-13  7.025630E-13 -5.308803E-01
        73   3  1.645280E-13  1.286710E-01  2.190345E+00  2.172991E-13  2.957370E-13 -5.308803E-01
        73   4 -6.620291E-13  1.286710E-01  2.190345E+00  1.516215E-13 -1.106387E-12 -5.308803E-01
        73   5 -1.542965E-13  1.286710E-01  2.190345E+00  1.227233E-13 -4.593681E-13 -5.308803E-01
        73   6  8.976835E-15  1.286710E-01  2.190345E+00  1.257258E-13  7.806256E-13 -5.308803E-01
        73   7 -3.561053E-13  1.286710E-01  2.190345E+00  2.450714E-13  4.038236E-13 -5.308803E-01
        73   8  8.809137E-16  1.286710E-01  2.190345E+00  2.135461E-13 -1.200962E-12 -5.308803E-01
        74   1 -1.616712E-14 -1.286710E-01 -2.190345E+00 -8.106496E-14 -1.322560E-12 -5.308803E-01
        74   2 -4.826174E-13 -1.286710E-01 -2.190345E+00  3.816809E-13  1.173941E-12 -5.308803E-01
        74   3 -1.387005E-13 -1.286710E-01 -2.190345E+00  9.832880E-14 -3.257611E-13 -5.308803E-01
        74   4 -3.896473E-13 -1.286710E-01 -2.190345E+00 -3.193809E-13 -1.399121E-12 -5.308803E-01
        74   5  4.447680E-13 -1.286710E-01 -2.190345E+00 -1.069607E-13 -1.264013E-12 -5.308803E-01
        74   6 -3.218054E-13 -1.286710E-01 -2.190345E+00  4.124555E-13  1.166435E-12 -5.308803E-01
        74   7 -1.476496E-13 -1.286710E-01 -2.190345E+00  8.068966E-14 -3.377707E-13 -5.308803E-01
        74   8 -5.821730E-13 -1.286710E-01 -2.190345E+00 -2.653376E-13 -1.601784E-12 -5.308803E-01
        75   1 -4.385033E-13 -1.226112E-10 -1.225943E-12  6.605293E-14 -4.108057E-13  9.607699E-14
        75   2  1.109472E-12 -1.217422E-10  4.434855E-13  3.002406E-13 -4.297807E-13  1.321059E-13
        75   3 -4.090763E-13 -1.488096E-10 -1.068829E-12  3.302647E-13 -6.822912E-13  1.200962E-13
        75   4 -6.457969E-13 -1.487423E-10 -2.843147E-13  3.662935E-13 -1.940048E-13  7.806256E-14
        75   5  3.790903E-13 -1.028406E-10  1.411297E-13  7.506015E-14 -7.019938E-13  7.205774E-14
        75   6  1.106976E-12 -1.027844E-10 -7.975470E-14  2.341877E-13 -1.550927E-13 -2.882310E-13
        75   7  2.533439E-13 -1.290867E-10  1.655936E-13  1.771420E-13 -7.907709E-13  3.002406E-14
        75   8 -7.336647E-13 -1.297784E-10 -8.118594E-13  4.308453E-13  1.838531E-13 -3.482791E-13
        76   1  8.145810E-13 -2.151054E+00 -5.593564E-01 -1.771420E-13  1.876504E-15  1.096907E+00
        76   2 -1.394812E-12 -2.151054E+00 -5.593564E-01 -1.238492E-14 -3.689206E-13  1.096907E+00
        76   3  1.710734E-12 -2.151054E+00 -5.593564E-01 -3.088725E-13  1.026635E-12  1.096907E+00
        76   4 -1.928563E-12 -2.151054E+00 -5.593564E-01 -2.259311E-13 -8.727619E-13  1.096907E+00
        76   5  4.211642E-16 -2.151054E+00 -5.593564E-01 -2.270570E-13 -1.593152E-13  1.096907E+00
        76   6 -3.102955E-13 -2.151054E+00 -5.593564E-01  2.030377E-13 -2.066031E-13  1.096907E+00
        76   7  9.075372E-13 -2.151054E+00 -5.593564E-01 -3.831821E-13  8.098990E-13  1.096907E+00
        76   8 -7.372632E-13 -2.151054E+00 -5.593564E-01 -1.283529E-13 -7.076296E-13  1.096907E+00
        77   1  2.816206E-13  2.151054E+00  5.593564E-01 -5.438108E-13  7.337130E-14  1.096907E+00
        77   2 -1.127009E-13  2.151054E+00  5.593564E-01  3.190056E-13  5.815285E-13  1.096907E+00
        77   3 -7.882863E-13  2.151054E+00  5.593564E-01  1.197209E-13  3.537210E-13  1.096907E+00
        77   4 -9.239476E-13  2.151054E+00  5.593564E-01 -3.527827E-13  4.130185E-13  1.096907E+00
        77   5 -1.084466E-13  2.151054E+00  5.593564E-01 -5.115349E-13 -6.717883E-14  1.096907E+00
        77   6 -1.033787E-13  2.151054E+00  5.593564E-01  2.987394E-13  6.779808E-13  1.096907E+00
        77   7 -1.243216E-12  2.151054E+00  5.593564E-01  1.595028E-13  2.899198E-13  1.096907E+00
        77   8 -9.033522E-13  2.151054E+00  5.593564E-01 -5.449367E-13  4.133938E-13  1.096907E+00
        78   1  2.934299E-14 -1.673956E-01 -2.849547E+00  2.702165E-13  9.307459E-14  6.906530E-01
        78   2 -7.884054E-14 -1.673956E-01 -2.849547E+00 -1.763914E-13 -1.366095E-13  6.906530E-01
        78   3  3.323635E-14 -1.673956E-01 -2.849547E+00  2.454467E-13  4.053248E-14  6.906530E-01
        78   4  3.538784E-14 -1.673956E-01 -2.849547E+00 -2.319359E-13 -1.050842E-14  6.906530E-01
        78   5 -9.754794E-15 -1.673956E-01 -2.849547E+00  2.401925E-13  9.607699E-14  6.906530E-01
        78   6 -1.042906E-13 -1.673956E-01 -2.849547E+00 -2.218027E-13 -1.200962E-13  6.906530E-01
        78   7 -9.420093E-15 -1.673956E-01 -2.849547E+00  2.161732E-13  3.903128E-14  6.906530E-01
        78   8 -6.044619E-14 -1.673956E-01 -2.849547E+00 -2.630858E-13 -9.007218E-15  6.906530E-01
        79   1  3.056800E-13  1.673956E-01  2.849547E+00 -4.803850E-14  5.254211E-14  6.906530E-01
        79   2 -2.144002E-13  1.673956E-01  2.849547E+00 -1.351083E-13 -2.251805E-14  6.906530E-01
        79   3  1.039907E-13  1.673956E-01  2.849547E+00 -6.079872E-14 -4.353489E-14  6.906530E-01
        79   4 -5.440172E-13  1.673956E-01  2.849547E+00 -1.114643E-13  4.653729E-14  6.906530E-01
        79   5  3.369113E-13  1.673956E-01  2.849547E+00 -1.351083E-14  5.554451E-14  6.906530E-01
        79   6 -1.756399E-13  1.673956E-01  2.849547E+00 -4.278429E-14 -3.302647E-14  6.906530E-01
        79   7  1.434639E-13  1.673956E-01  2.849547E+00 -3.077466E-14 -4.353489E-14  6.906530E-01
        79   8 -4.675739E-13  1.673956E-01  2.849547E+00 -1.276023E-14  4.503609E-14  6.906530E-01
        80   1  8.861627E-13  3.349775E-10  2.895258E-13  1.801444E-14 -7.907741E-14 -4.878910E-15
        80   2 -2.034992E-13  3.343799E-10 -1.823486E-13  4.503609E-15  1.249793E-13  2.289335E-14
        80   3 -3.319316E-13  3.350357E-10 -3.188491E-14 -3.753008E-14 -5.059378E-14 -6.004812E-15
        80   4  4.993747E-13  3.352610E-10  3.177995E-13 -1.951564E-14  1.016721E-13  2.401925E-14
        80   5  7.532765E-13  3.348980E-10  1.342590E-13  9.007218E-15  1.883732E-13  7.881316E-15
        80   6 -2.462036E-13  3.343779E-10 -1.696610E-13 -7.506015E-15 -2.110282E-13 -3.753008E-16
        80   7 -5.068462E-13  3.349495E-10 -1.980386E-13 -2.852286E-14  2.197008E-13  4.128308E-15
        80   8  5.389283E-13  3.353079E-10  3.810291E-13 -1.050842E-14 -2.311164E-13 -2.627105E-15
        81   1 -1.594377E-14  2.024796E+00  5.265244E-01 -8.406737E-14 -1.902775E-13 -1.032523E+00
        81   2  2.675235E-13  2.024796E+00  5.265244E-01  1.534980E-13  1.692606E-13 -1.032523E+00
        81   3 -2.000846E-13  2.024796E+00  5.265244E-01 -9.307459E-14 -1.857739E-13 -1.032523E+00
        81   4  4.264828E-13  2.024796E+00  5.265244E-01  2.476985E-14  2.371901E-13 -1.032523E+00
        81   5 -6.312979E-14  2.024796E+00  5.265244E-01 -7.693665E-14 -1.414884E-13 -1.032523E+00
        81   6  2.644223E-13  2.024796E+00  5.265244E-01  1.073360E-13  1.424266E-13 -1.032523E+00
        81   7 -2.402162E-13  2.024796E+00  5.265244E-01 -8.256617E-14 -1.240369E-13 -1.032523E+00
        81   8  4.366328E-13  2.024796E+00  5.265244E-01 -1.463673E-14  2.099808E-13 -1.032523E+00
        82   1 -3.217215E-13 -2.024796E+00 -5.265244E-01  7.393425E-14 -1.645694E-13 -1.032523E+00
        82   2  4.832938E-13 -2.024796E+00 -5.265244E-01 -1.024571E-13  3.321412E-14 -1.032523E+00
        82   3  5.471822E-13 -2.024796E+00 -5.265244E-01  2.702165E-14 -1.428019E-13 -1.032523E+00
        82   4 -2.018994E-13 -2.024796E+00 -5.265244E-01  2.627105E-14  6.943064E-14 -1.032523E+00
        82   5 -3.885790E-13 -2.024796E+00 -5.265244E-01 -3.077466E-14  6.079872E-14 -1.032523E+00
        82   6  2.628528E-13 -2.024796E+00 -5.265244E-01 -2.289335E-14 -1.002053E-13 -1.032523E+00
        82   7  5.355262E-13 -2.024796E+00 -5.265244E-01 -8.556857E-14  7.843786E-14 -1.032523E+00
        82   8 -2.563232E-13 -2.024796E+00 -5.265244E-01  8.631917E-14 -7.337130E-14 -1.032523E+00
        83   1  1.775788E-01 -1.741477E-13  7.185231E-13  3.452767E-14  3.002406E-14 -1.633981E-13
        83   2  1.775788E-01  1.416111E-13  6.889631E-13  6.004812E-15 -2.702165E-14 -1.170029E-13
        83   3  1.775788E-01 -4.826026E-13 -5.409572E-13  4.503609E-14  1.140914E-13  1.163203E-13
        83   4  1.775788E-01  5.529843E-13  9.021792E-13  7.506015E-15  1.140914E-13 -3.687974E-13
        83   5  1.775788E-01  9.525564E-13  1.396837E-12  2.852286E-14  9.007218E-15 -1.941374E-13
        83   6  1.775788E-01 -4.975335E-13  5.102286E-13  7.806256E-14 -3.903128E-14  1.834113E-13
        83   7  1.775788E-01  8.082661E-13  2.439892E-13  1.501203E-14  1.080866E-13 -6.288369E-14
        83   8  1.775788E-01 -1.803918E-13  6.149284E-13  7.506015E-14  7.205774E-14 -2.998550E-14
        84   1 -1.775788E-01 -3.950328E-13 -3.423413E-13 -7.355895E-14 -3.903128E-14 -1.010097E-12
        84   2 -1.775788E-01  9.315555E-13  5.201268E-13  2.401925E-14  6.305053E-14  6.607445E-13
        84   3 -1.775788E-01 -4.433186E-13 -1.413527E-12 -6.004812E-14 -7.806256E-14 -8.147156E-13
        84   4 -1.775788E-01  1.418405E-12  7.823037E-13  3.753008E-14 -4.803850E-14  3.243464E-13
        84   5 -1.775788E-01  1.701301E-13 -1.150195E-13 -6.755414E-14 -3.002406E-15 -1.196638E-12
        84   6 -1.775788E-01 -8.326036E-13  8.102046E-14 -4.353489E-14  4.503609E-14  8.594903E-13
        84   7 -1.775788E-01  1.288155E-13 -7.408808E-13 -7.506015E-14 -9.007218E-14 -8.813352E-13
        84   8 -1.775788E-01 -4.052345E-13  2.842080E-13 -5.254211E-14 -8.706977E-14  4.855602E-13
        85   1 -2.278856E+00 -1.178568E+00 -4.564709E-13  1.638837E+00 -1.501203E-15 -9.082278E-14
        85   2 -2.278856E+00 -1.178568E+00 -1.003254E-13  1.638837E+00  9.457579E-14 -1.748902E-13
        85   3 -2.278856E+00 -1.178568E+00 -4.120785E-13  1.638837E+00 -4.143320E-13  2.289335E-13
        85   4 -2.278856E+00 -1.178568E+00  1.008357E-12  1.638837E+00 -7.460979E-13  3.490297E-13
        85   5 -2.278856E+00 -1.178568E+00 -2.486898E-13  1.638837E+00 -1.441155E-13 -1.613793E-13
        85   6 -2.278856E+00 -1.178568E+00  3.883616E-14  1.638837E+00  1.080866E-13  1.426143E-14
        85   7 -2.278856E+00 -1.178568E+00 -2.109571E-13  1.638837E+00 -6.275029E-13  7.280835E-14
        85   8 -2.278856E+00 -1.178568E+00  1.167496E-12  1.638837E+00 -6.995606E-13  5.314259E-13
        86   1  2.278856E+00  1.178568E+00  1.097834E-12  1.638837E+00  2.987394E-13  4.878910E-13
        86   2  2.278856E+00  1.178568E+00 -6.518021E-13  1.638837E+00 -9.007218E-14 -2.161732E-13
        86   3  2.278856E+00  1.178568E+00  1.801687E-12  1.638837E+00  5.194162E-13  6.004812E-15
        86   4  2.278856E+00  1.178568E+00 -2.573422E-13  1.638837E+00  3.092478E-13  7.783738E-13
        86   5  2.278856E+00  1.178568E+00  3.826646E-13  1.638837E+00  2.461973E-13  5.697065E-13
        86   6  2.278856E+00  1.178568E+00  2.208932E-15  1.638837E+00 -5.104090E-14 -2.431949E-13
        86   7  2.278856E+00  1.178568E+00  7.771382E-13  1.638837E+00  5.224186E-13  1.065854E-13
        86   8  2.278856E+00  1.178568E+00  3.441106E-13  1.638837E+00  3.587875E-13  8.046448E-13
        87   1 -9.137888E-01 -6.152821E-01 -1.599969E-01  7.498252E-01  3.823655E-01 -3.137567E-01
        87   2 -9.137888E-01 -6.152821E-01 -1.599969E-01  7.498252E-01  3.823655E-01 -3.137567E-01
        87   3 -9.137888E-01 -6.152821E-01 -1.599969E-01  7.498252E-01  3.823655E-01 -3.137567E-01
        87   4 -9.137888E-01 -6.152821E-01 -1.599969E-01  7.498252E-01  3.823655E-01 -3.137567E-01
        87   5 -9.137888E-01 -6.152821E-01 -1.599969E-01  7.498252E-01  3.823655E-01 -3.137567E-01
        87   6 -9.137888E-01 -6.152821E-01 -1.599969E-01  7.498252E-01  3.823655E-01 -3.137567E-01
        87   7 -9.137888E-01 -6.152821E-01 -1.599969E-01  7.498252E-01  3.823655E-01 -3.137567E-01
        87   8 -9.137888E-01 -6.152821E-01 -1.599969E-01  7.498252E-01  3.823655E-01 -3.137567E-01
        88   1  9.137888E-01  6.152821E-01  1.599969E-01  7.498252E-01 -3.823655E-01 -3.137567E-01
        88   2  9.137888E-01  6.152821E-01  1.599969E-01  7.498252E-01 -3.823655E-01 -3.137567E-01
        88   3  9.137888E-01  6.152821E-01  1.599969E-01  7.498252E-01 -3.823655E-01 -3.137567E-01
        88   4  9.137888E-01  6.152821E-01  1.599969E-01  7.498252E-01 -3.823655E-01 -3.137567E-01
        88   5  9.137888E-01  6.152821E-01  1.599969E-01  7.498252E-01 -3.823655E-01 -3.137567E-01
        88   6  9.137888E-01  6.152821E-01  1.599969E-01  7.498252E-01 -3.823655E-01 -3.137567E-01
        88   7  9.137888E-01  6.152821E-01  1.599969E-01  7.498252E-01 -3.823655E-01 -3.137567E-01
        88   8  9.137888E-01  6.152821E-01  1.599969E-01  7.498252E-01 -3.823655E-01 -3.137567E-01
        89   1  1.034349E+00  6.964591E-01  1.811060E-01  8.487531E-01  4.328127E-01  3.551520E-01
        89   2  1.034349E+00  6.964591E-01  1.811060E-01  8.487531E-01  4.328127E-01  3.551520E-01
        89   3  1.034349E+00  6.964591E-01  1.811060E-01  8.487531E-01  4.328127E-01  3.551520E-01
        89   4  1.034349E+00  6.964591E-01  1.811060E-01  8.487531E-01  4.328127E-01  3.551520E-01
        89   5  1.034349E+00  6.964591E-01  1.811060E-01  8.487531E-01  4.328127E-01  3.551520E-01
        89   6  1.034349E+00  6.964591E-01  1.811060E-01  8.487531E-01  4.328127E-01  3.551520E-01
        89   7  1.034349E+00  6.964591E-01  1.811060E-01  8.487531E-01  4.328127E-01  3.551520E-01
        89   8  1.034349E+00  6.964591E-01  1.811060E-01  8.487531E-01  4.328127E-01  3.551520E-01
        90   1 -1.034349E+00 -6.964591E-01 -1.811060E-01  8.487531E-01 -4.328127E-01  3.551520E-01
        90   2 -1.034349E+00 -6.964591E-01 -1.811060E-01  8.487531E-01 -4.328127E-01  3.551520E-01
        90   3 -1.034349E+00 -6.964591E-01 -1.811060E-01  8.487531E-01 -4.328127E-01  3.551520E-01
        90   4 -1.034349E+00 -6.964591E-01 -1.811060E-01  8.487531E-01 -4.328127E-01  3.551520E-01
        90   5 -1.034349E+00 -6.964591E-01 -1.811060E-01  8.487531E-01 -4.328127E-01  3.551520E-01
        90   6 -1.034349E+00 -6.964591E-01 -1.811060E-01  8.487531E-01 -4.328127E-01  3.551520E-01
        90   7 -1.034349E+00 -6.964591E-01 -1.811060E-01  8.487531E-01 -4.328127E-01  3.551520E-01
        90   8 -1.034349E+00 -6.964591E-01 -1.811060E-01  8.487531E-01 -4.328127E-01  3.551520E-01
        91   1 -1.050875E+00 -2.172240E-01 -1.978419E+00  4.777816E-01 -1.441899E+00  6.555609E-01
        91   2 -1.050875E+00 -2.172240E-01 -1.978419E+00  4.777816E-01 -1.441899E+00  6.555609E-01
        91   3 -1.050875E+00 -2.172240E-01 -1.978419E+00  4.777816E-01 -1.441899E+00  6.555609E-01
        91   4 -1.050875E+00 -2.172240E-01 -1.978419E+00  4.777816E-01 -1.441899E+00  6.555609E-01
        91   5 -1.050875E+00 -2.172240E-01 -1.978419E+00  4.777816E-01 -1.441899E+00  6.555609E-01
        91   6 -1.050875E+00 -2.172240E-01 -1.978419E+00  4.777816E-01 -1.441899E+00  6.555609E-01
        91   7 -1.050875E+00 -2.172240E-01 -1.978419E+00  4.777816E-01 -1.441899E+00  6.555609E-01
        91   8 -1.050875E+00 -2.172240E-01 -1.978419E+00  4.777816E-01 -1.441899E+00  6.555609E-01
        92   1  1.294632E+00  3.206682E-01  2.414810E+00  6.443194E-01 -1.768132E+00 -8.799732E-01
        92   2  1.294632E+00  3.206682E-01  2.414810E+00  6.443194E-01 -1.768132E+00 -8.799732E-01
        92   3  1.294632E+00  3.206682E-01  2.414810E+00  6.443194E-01 -1.768132E+00 -8.799732E-01
        92   4  1.294632E+00  3.206682E-01  2.414810E+00  6.443194E-01 -1.768132E+00 -8.799732E-01
        92   5  1.294632E+00  3.206682E-01  2.414810E+00  6.443194E-01 -1.768132E+00 -8.799732E-01
        92   6  1.294632E+00  3.206682E-01  2.414810E+00  6.443194E-01 -1.768132E+00 -8.799732E-01
        92   7  1.294632E+00  3.206682E-01  2.414810E+00  6.443194E-01 -1.768132E+00 -8.799732E-01
        92   8  1.294632E+00  3.206682E-01  2.414810E+00  6.443194E-01 -1.768132E+00 -8.799732E-01
        93   1  1.050875E+00  2.172240E-01  1.978419E+00  4.777816E-01  1.441899E+00  6.555609E-01
        93   2  1.050875E+00  2.172240E-01  1.978419E+00  4.777816E-01  1.441899E+00  6.555609E-01
        93   3  1.050875E+00  2.172240E-01  1.978419E+00  4.777816E-01  1.441899E+00  6.555609E-01
        93   4  1.050875E+00  2.172240E-01  1.978419E+00  4.777816E-01  1.441899E+00  6.555609E-01
        93   5  1.050875E+00  2.172240E-01  1.978419E+00  4.777816E-01  1.441899E+00  6.555609E-01
        93   6  1.050875E+00  2.172240E-01  1.978419E+00  4.777816E-01  1.441899E+00  6.555609E-01
        93   7  1.050875E+00  2.172240E-01  1.978419E+00  4.777816E-01  1.441899E+00  6.555609E-01
        93   8  1.050875E+00  2.172240E-01  1.978419E+00  4.777816E-01  1.441899E+00  6.555609E-01
        94   1 -1.294632E+00 -3.206682E-01 -2.414810E+00  6.443194E-01  1.768132E+00 -8.799732E-01
        94   2 -1.294632E+00 -3.206682E-01 -2.414810E+00  6.443194E-01  1.768132E+00 -8.799732E-01
        94   3 -1.294632E+00 -3.206682E-01 -2.414810E+00  6.443194E-01  1.768132E+00 -8.799732E-01
        94   4 -1.294632E+00 -3.206682E-01 -2.414810E+00  6.443194E-01  1.768132E+00 -8.799732E-01
        94   5 -1.294632E+00 -3.206682E-01 -2.414810E+00  6.443194E-01  1.768132E+00 -8.799732E-01
        94   6 -1.294632E+00 -3.206682E-01 -2.414810E+00  6.443194E-01  1.768132E+00 -8.799732E-01
        94   7 -1.294632E+00 -3.206682E-01 -2.414810E+00  6.443194E-01  1.768132E+00 -8.799732E-01
        94   8 -1.294632E+00 -3.206682E-01 -2.414810E+00  6.443194E-01  1.768132E+00 -8.799732E-01
        95   1 -1.227880E-13 -9.188385E-03 -1.563886E-03 -2.619599E-13  3.582246E-13  3.790724E-03
        95   2 -5.851921E-13 -9.188385E-03 -1.563886E-03 -4.803850E-14 -9.418172E-13  3.790724E-03
        95   3  1.517901E-12 -9.188385E-03 -1.563886E-03  1.212784E-12  9.710907E-14  3.790724E-03
        95   4 -1.270018E-12 -9.188385E-03 -1.563886E-03 -8.231284E-13 -1.192518E-12  3.790724E-03
        95   5 -1.356123E-13 -9.188385E-03 -1.563886E-03 -1.606287E-13 -1.510116E-13  3.790724E-03
        95   6  7.541299E-13 -9.188385E-03 -1.563886E-03  2.493873E-13 -5.698004E-13  3.790724E-03
        95   7  1.124776E-12 -9.188385E-03 -1.563886E-03  1.113986E-12 -4.695951E-14  3.790724E-03
        95   8 -1.213124E-13 -9.188385E-03 -1.563886E-03 -6.714130E-13 -6.292855E-13  3.790724E-03
        96   1  2.624002E-13  1.259245E+00  9.274417E-02 -2.227598E-12 -7.623297E-13  3.417421E-01
        96   2  7.154901E-13  1.259245E+00  9.274417E-02  2.038258E-12  9.880965E-13  3.417421E-01
        96   3 -2.690133E-13  1.259245E+00  9.274417E-02  3.210604E-12  4.860614E-13  3.417421E-01
        96   4  8.250895E-13  1.259245E+00  9.274417E-02  6.838918E-13  9.211992E-13  3.417421E-01
        96   5  2.762099E-13  1.259245E+00  9.274417E-02 -2.164172E-12 -1.047769E-12  3.417421E-01
        96   6  1.055560E-12  1.259245E+00  9.274417E-02  2.148878E-12  1.006885E-12  3.417421E-01
