crank_angle_deg,cycle_time_s,cantera_pressure_pa_abs_min,cantera_pressure_pa_abs_max,wiebe_pressure_pa_abs_min,wiebe_pressure_pa_abs_max,cross_model_pressure_pa_abs_min,cross_model_pressure_pa_abs_max,cantera_pressure_gauge_pa_min,cantera_pressure_gauge_pa_max,wiebe_pressure_gauge_pa_min,wiebe_pressure_gauge_pa_max,cross_model_pressure_gauge_pa_min,cross_model_pressure_gauge_pa_max,cantera_temperature_k_min,cantera_temperature_k_max,wiebe_temperature_k_min,wiebe_temperature_k_max,cross_model_temperature_k_min,cross_model_temperature_k_max,cantera_h_gas_w_m2_k_min,cantera_h_gas_w_m2_k_max,wiebe_h_gas_w_m2_k_min,wiebe_h_gas_w_m2_k_max,cross_model_h_gas_w_m2_k_min,cross_model_h_gas_w_m2_k_max,cantera_wall_heat_flux_w_m2_min,cantera_wall_heat_flux_w_m2_max,wiebe_wall_heat_flux_w_m2_min,wiebe_wall_heat_flux_w_m2_max,cross_model_wall_heat_flux_w_m2_min,cross_model_wall_heat_flux_w_m2_max
545,0.010092592593,999198.764413,1174408.06542,965489.063373,1131854.48934,965489.063373,1174408.06542,897873.764413,1073083.06542,864164.063373,1030529.48934,864164.063373,1073083.06542,1642.01288192,1687.27614761,1696.06442965,1737.37748789,1642.01288192,1737.37748789,605.54257361,679.233816971,579.116837364,649.323776685,579.116837364,679.233816971,706675.983955,823418.954963,707138.970716,819691.718042,706675.983955,823418.954963
546,0.010111111111,995135.120897,1167934.69375,961732.955198,1125896.55057,961732.955198,1167934.69375,893810.120897,1066609.69375,860407.955198,1024571.55057,860407.955198,1066609.69375,1640.34266561,1685.07207474,1694.51984389,1735.35777953,1640.34266561,1735.35777953,603.897266091,676.705647245,577.592596041,646.986702803,577.592596041,676.705647245,703747.249821,818862.606553,704385.632557,815434.724127,703747.249821,818862.606553
547,0.01012962963,991037.169495,1161368.52512,957946.497516,1119854.18395,957946.497516,1161368.52512,889712.169495,1060043.52512,856621.497516,1018529.18395,856621.497516,1060043.52512,1638.65625171,1682.83175863,1692.96126302,1733.30610858,1638.65625171,1733.30610858,602.235202327,674.135533234,576.053514166,644.611483642,576.053514166,674.135533234,700794.758188,814242.306663,701610.865681,811118.567527,700794.758188,814242.306663
548,0.010148148148,986903.487353,1154708.34838,954128.304593,1113726.11222,954128.304593,1154708.34838,885578.487353,1053383.34838,852803.304593,1012401.11222,852803.304593,1053383.34838,1636.95299589,1680.55436693,1691.38808411,1731.22169096,1636.95299589,1731.22169096,600.555715439,671.522753445,574.498951915,642.197406224,574.498951915,671.522753445,697817.512752,809557.187908,698813.679441,806742.311576,697817.512752,809557.187908
549,0.010166666667,982732.793972,1147953.20213,950277.121717,1107511.28456,950277.121717,1147953.20213,881407.793972,1046628.20213,848952.121717,1006186.28456,848952.121717,1046628.20213,1635.23229318,1678.23912085,1689.79973994,1729.10379018,1635.23229318,1729.10379018,598.858193913,668.866677085,572.928320735,639.743840451,572.928320735,668.866677085,694814.615614,804806.552498,695993.175032,802305.175055,694814.615614,804806.552498
550,0.010185185185,978523.949915,1141102.3717,946391.823632,1101208.87404,946391.823632,1141102.3717,877198.949915,1039777.3717,845066.823632,999883.87404,845066.823632,1039777.3717,1633.49357799,1675.88529502,1688.19569891,1726.95171726,1633.49357799,1726.95171726,597.142081343,666.166763438,571.341082921,637.250238562,571.341082921,666.166763438,691785.266383,799989.870246,693148.544409,797806.530495,691785.266383,799989.870246
551,0.010203703704,974275.95525,1134155.38582,942471.412915,1094818.27476,942471.412915,1134155.38582,872950.95525,1032830.38582,841146.412915,993493.27476,841146.412915,1032830.38582,1631.73632401,1673.49221744,1686.57546486,1724.76483061,1631.73632401,1724.76483061,595.406876069,663.422561126,569.736751192,634.716134489,569.736751192,663.422561126,688728.761113,795106.776382,690279.069172,793245.902309,688728.761113,795106.776382
552,0.010222222222,969987.946839,1127112.01293,938515.018285,1088339.09876,938515.018285,1127112.01293,868662.946839,1025787.01293,837190.018285,987014.09876,837190.018285,1025787.01293,1629.96004384,1671.05926927,1684.93857699,1722.54253594,1629.96004384,1722.54253594,593.652130321,660.633707277,568.114888212,632.14114314,568.114888212,660.633707277,685644.49046,790157.069181,687384.11941,788622.964782,685644.49046,790157.069181
553,0.010240740741,965659.19672,1119972.25731,934521.892841,1081771.17266,934521.892841,1119972.25731,864334.19672,1018647.25731,833196.892841,980446.17266,833196.892841,1018647.25731,1628.16428894,1668.58588471,1683.28460968,1720.28428608,1628.16428894,1720.28428608,591.877449829,657.799926632,566.475106118,629.5249596,566.475106118,657.799926632,682531.938571,785140.707388,684463.15249,783937.539883,682531.938571,785140.707388
554,0.010259259259,961289.110026,1112736.35484,930491.412228,1075114.53413,930491.412228,1112736.35484,859964.110026,1011411.35484,829166.412228,973789.53413,829166.412228,1011411.35484,1626.34864944,1666.07155079,1681.61317234,1717.98958085,1626.34864944,1717.98958085,590.082493261,654.921030541,564.817065998,626.867358286,564.817065998,654.921030541,679390.681673,780057.807489,681515.711797,779189.594921,679390.681673,780057.807489
555,0.010277777778,956877.222831,1105404.7685,926423.072721,1068369.42797,926423.072721,1105404.7685,855552.222831,1004079.7685,825098.072721,967044.42797,825098.072721,1004079.7685,1624.51275393,1663.51580717,1679.92390925,1715.65796685,1624.51275393,1715.65796685,588.266971623,651.996915874,563.140477351,624.168191967,563.140477351,651.996915874,676220.386596,774908.640742,678541.425426,774379.240021,676220.386596,774908.640742
556,0.010296296296,952423.199889,1097978.18356,922316.489231,1061536.30208,922316.489231,1097978.18356,851098.199889,996653.18356,820991.489231,960211.30208,820991.489231,996653.18356,1622.65626928,1660.91824584,1678.21649935,1713.28903726,1622.65626928,1713.28903726,586.430647623,649.027563851,561.445097524,621.427390767,561.445097524,649.027563851,673020.809242,769693.630025,675540.004819,769506.725441,673020.809242,769693.630025
557,0.010314814815,947926.83228,1090457.50242,918171.393229,1054615.80303,918171.393229,1090457.50242,846601.83228,989132.50242,816846.393229,953290.80303,816846.393229,989132.50242,1620.77890038,1658.27851089,1676.49065607,1710.88243157,1620.77890038,1710.88243157,584.573335008,646.013038731,559.730731103,618.644961024,559.730731103,646.013038731,669791.792978,764413.346488,672511.243336,764572.438708,669791.792978,764572.438708
558,0.010333333333,943388.034944,1082843.83925,913987.630582,1047608.77147,913987.630582,1082843.83925,842063.034944,981518.83925,812662.630582,946283.77147,812662.630582,981518.83925,1618.88038994,1655.59629814,1674.74612713,1708.43783535,1618.88038994,1708.43783535,582.694897844,642.953486471,557.997229284,615.8209841,557.997229284,642.953486471,666533.26696,759068.506006,669455.014782,759576.901591,666533.26696,759576.901591
559,0.010351851852,938806.844144,1075138.51425,909765.15931,1040516.23726,909765.15931,1075138.51425,837481.844144,973813.51425,808440.15931,939191.23726,808440.15931,973813.51425,1616.96051816,1652.87135483,1672.98269427,1705.95497995,1616.96051816,1705.95497995,580.795249802,639.849133233,556.244489221,612.955615108,556.244489221,639.849133233,663245.244409,753659.965445,666371.271869,754520.766904,663245.244409,754520.766904
560,0.01037037037,934183.41481,1067343.04769,905504.047251,1033339.41435,905504.047251,1067343.04769,832858.41481,966018.04769,804179.047251,932014.41435,804179.047251,966018.04769,1615.01910254,1650.10347919,1671.20017305,1703.43364215,1615.01910254,1703.43364215,578.874353363,636.700283839,554.472453326,610.049081552,554.472453326,636.700283839,659927.820804,748188.718739,663260.04462,749404.815145,659927.820804,749404.815145
561,0.010388888889,929518.0178,1059459.15366,901204.469646,1026079.69544,901204.469646,1059459.15366,828193.0178,958134.15366,799879.469646,924754.69544,799879.469646,958134.15366,1613.05599752,1647.29252008,1669.3984126,1700.87364387,1613.05599752,1700.87364387,576.93221902,633.507320112,552.681108545,607.101681883,552.681108545,633.507320112,656581.17202,742655.892783,660121.438722,744229.950973,656581.17202,744229.950973
562,0.010407407407,924811.037056,1051488.73355,896866.706636,1018738.64635,896866.706636,1051488.73355,823486.037056,950163.73355,795541.706636,917413.64635,795541.706636,950163.73355,1611.07109422,1644.4383765,1667.57729535,1698.27485176,1611.07109422,1698.27485176,574.968904431,630.270699135,550.870485602,604.113783968,550.870485602,630.270699135,653205.552398,737062.743153,656955.633806,738997.199529,653205.552398,738997.199529
563,0.010425925926,920062.966668,1043433.86927,892491.140681,1011318.00022,892491.140681,1043433.86927,818737.966668,942108.86927,791166.140681,909993.00022,791166.140681,942108.86927,1609.06432005,1641.54099714,1665.7367367,1695.63717679,1609.06432005,1695.63717679,572.984513541,626.990951408,549.040658227,601.085823495,549.040658227,626.990951408,649801.292748,731410.649653,653762.881694,733707.702603,649801.292748,733707.702603
564,0.010444444444,915274.407851,1035296.81625,888078.253897,1003819.65151,888078.253897,1035296.81625,813949.407851,933971.81625,786753.253897,902494.65151,786753.253897,933971.81625,1607.03563844,1638.60037982,1663.87668482,1692.96057388,1607.03563844,1692.96057388,570.97919566,623.668678945,547.191742315,598.018302299,547.191742315,623.668678945,646368.798297,725701.111703,650543.504565,728362.714662,646368.798297,728362.714662
565,0.010462962963,910446.065831,1027079.9962,883628.625308,996245.649732,883628.625308,1027079.9962,809121.065831,925754.9962,782303.625308,894920.649732,782303.625308,925754.9962,1604.98504844,1635.61657101,1661.99712026,1690.24504139,1604.98504844,1690.24504139,568.953144521,620.304553248,545.323895098,594.911786603,545.323895098,620.304553248,642908.54657,719935.743575,647297.893091,722963.598735,642908.54657,722963.598735
566,0.010481481481,905578.746646,1018785.9897,879142.928038,988598.19303,879142.928038,1018785.9897,804253.746646,917460.9897,777817.928038,887273.19303,777817.928038,917460.9897,1602.9125843,1632.58966517,1660.09805565,1687.49062067,1602.9125843,1687.49062067,566.906597299,616.899313263,543.437314263,591.766905191,543.437314263,616.899313263,639421.085218,714116.269484,644026.504502,717511.822169,639421.085218,717511.822169
567,0.0105,900673.35387,1010417.52852,874621.926415,980879.621609,874621.926415,1010417.52852,799348.35387,909092.52852,773296.926415,879554.621609,773296.926415,909092.52852,1600.81831518,1629.51980421,1658.17953538,1684.69739555,1600.81831518,1684.69739555,564.839833586,613.453763177,541.53223704,588.584347525,541.53223704,613.453763177,635907.029793,708244.518552,640729.860615,712008.952262,635907.029793,712008.952262
568,0.010518518519,895730.88526,1001977.48784,870066.473018,973092.41095,870066.473018,1001977.48784,794405.88526,900652.48784,768741.473018,871767.41095,768741.473018,900652.48784,1598.70234462,1626.40717677,1656.24163522,1681.86549178,1598.70234462,1681.86549178,562.753174358,609.968770225,539.608939276,585.364861784,539.608939276,609.968770225,632367.061469,702322.419644,637408.545811,706456.651787,632367.061469,706456.651787
569,0.010537037037,890752.429338,993468.878289,865477.505659,965239.164911,865477.505659,993468.878289,789427.429338,892143.878289,764152.505659,863914.164911,764152.505659,892143.878289,1596.56481019,1623.25201764,1654.28446196,1678.99507651,1596.56481019,1678.99507651,560.646980895,606.445262363,537.667734474,582.109252835,537.667734474,606.445262363,628801.924712,696351.996096,634063.204963,700856.674407,628801.924712,700856.674407
570,0.010555555556,885739.161902,984894.83783,860856.044299,957322.608689,860856.044299,984894.83783,784414.161902,883569.83783,759531.044299,855997.608689,759531.044299,883569.83783,1594.40588301,1620.05460694,1652.30815304,1676.0863577,1594.40588301,1676.0863577,558.521653675,602.88422593,535.708972798,578.818380164,535.708972798,602.88422593,625212.424913,690335.360354,630694.541332,695210.860001,625212.424913,695210.860001
571,0.010574074074,880692.34248,976258.623549,856203.187923,949345.58166,856203.187923,976258.623549,779367.34248,874933.623549,754878.187923,848020.58166,754878.187923,874933.623549,1592.2257673,1616.81526948,1650.31287613,1673.13958347,1592.2257673,1673.13958347,556.377631244,599.286703207,533.733040079,575.493155738,533.733040079,599.286703207,621599.425975,684274.708518,627303.314422,689521.129907,621599.425975,689521.129907
572,0.010592592593,875631.098855,967563.603341,851536.696648,941311.030133,851536.696648,967563.603341,774306.098855,866238.603341,750211.696648,839986.030133,750211.696648,866238.603341,1590.03143414,1613.53437392,1648.30496846,1670.15504151,1590.03143414,1670.15504151,554.223152101,595.653789957,531.747592466,572.134541826,531.747592466,595.653789957,617976.23612,678172.314822,623902.092207,683789.482087,617976.23612,683789.482087
573,0.010611111111,870679.466665,958956.305121,846972.636276,933355.439326,846972.636276,958956.305121,769354.466665,857631.305121,745647.636276,832030.439326,745647.636276,857631.305121,1587.86995094,1610.26226385,1646.32743241,1667.17839108,1587.86995094,1667.17839108,552.112369894,592.047562439,529.803298886,568.800409161,529.803298886,592.047562439,614429.265998,672129.256042,620573.137766,678111.556638,614429.265998,678111.556638
574,0.01062962963,865859.168169,950533.987169,842531.45624,925569.909137,842531.45624,950533.987169,764534.168169,849208.987169,741206.45624,824244.909137,741206.45624,849208.987169,1585.75009788,1607.0335199,1644.3883181,1664.24105235,1585.75009788,1664.24105235,550.055029965,588.50973689,527.909314733,565.529843189,527.909314733,588.50973689,610973.678374,666212.748946,617330.985666,672551.30585,610973.678374,672551.30585
575,0.010648148148,861168.3109,942292.805455,838211.475307,917950.933503,838211.475307,942292.805455,759843.3109,840967.805455,736886.475307,816625.933503,736886.475307,840967.805455,1583.67171783,1603.84778306,1642.48750246,1661.34272556,1583.67171783,1661.34272556,548.050584689,585.039218189,526.065148523,562.321810425,526.065148523,585.039218189,607608.183186,660420.224454,614174.48638,667106.389221,607608.183186,667106.389221
576,0.010666666667,856605.0647,934228.919478,834011.077954,910495.111036,834011.077954,934228.919478,755280.0647,832903.919478,732686.077954,809170.111036,732686.077954,832903.919478,1581.63466034,1600.70469718,1640.62486997,1658.48311776,1581.63466034,1658.48311776,546.098503778,581.634886564,524.270329247,559.175305575,524.270329247,581.634886564,604331.532242,654749.123849,611102.534358,661774.534018,604331.532242,661774.534018
577,0.010685185185,852167.668755,926338.603366,829928.712198,903199.140809,829928.712198,926338.603366,750842.668755,825013.603366,728603.712198,801874.140809,728603.712198,825013.603366,1579.63878322,1597.60391437,1638.80031237,1655.6619424,1579.63878322,1655.6619424,544.19827799,578.295652242,522.524405702,556.08935037,522.524405702,578.295652242,601142.523631,649196.962869,608114.066578,656553.532557,601142.523631,656553.532557
578,0.010703703704,847854.429749,918618.241106,825962.88749,896059.81826,825962.88749,918618.241106,746529.429749,817293.241106,724637.88749,794734.81826,724637.88749,817293.241106,1577.68395224,1594.54509421,1637.01372827,1653.31266824,1577.68395224,1653.31266824,542.349418664,575.020454197,520.826945853,553.062992433,520.826945853,575.020454197,598040.000466,643761.328567,605208.061134,651441.239562,598040.000466,651441.239562
579,0.010722222222,843663.719529,911064.321943,822112.172667,889074.031233,822112.172667,911064.321943,742338.719529,809739.321943,720787.172667,787749.031233,720787.172667,809739.321943,1575.77004061,1591.66606303,1635.26502281,1651.0501912,1575.77004061,1651.0501912,540.551457026,571.808258892,519.177536184,550.095304161,519.177536184,571.808258892,595022.849302,638439.876294,602383.535863,646435.569601,595022.849302,646435.569601
580,0.010740740741,839593.972803,903673.435941,818375.19396,882238.75613,818375.19396,903673.435941,738268.972803,802348.435941,717050.19396,780913.75613,717050.19396,802348.435941,1573.8969286,1589.22421212,1633.55410728,1648.82537254,1573.8969286,1648.82537254,538.803943462,568.658059062,517.575781082,547.185381624,517.575781082,568.658059062,592089.998588,633230.326799,599639.547,641534.494598,592089.998588,641534.494598
581,0.010759259259,835643.684969,896442.26969,814750.633042,875551.054175,814750.633042,896442.26969,734318.684969,795117.26969,713425.633042,774226.054175,713425.633042,795117.26969,1572.06450306,1586.82314676,1631.88089877,1646.63803498,1572.06450306,1646.63803498,537.106446853,565.568872517,516.021302196,544.332343497,516.021302196,565.568872517,589240.417208,628130.46343,596975.18787,636736.041401,589240.417208,636736.041401
582,0.010777777778,831811.410216,889367.602146,811237.225128,869008.067783,811237.225128,889367.602146,730486.410216,788042.602146,709912.225128,767683.067783,709912.225128,788042.602146,1570.27265705,1584.4626518,1630.24531979,1644.48800582,1570.27265705,1644.48800582,535.458554011,562.53974097,514.513737829,541.535329991,514.513737829,562.53974097,586473.11319,623138.129419,594389.587593,632038.28942,586473.11319,632038.28942
583,0.010796296296,828095.758798,882446.300602,807833.757115,862607.017019,807833.757115,882446.300602,726770.758798,781121.300602,706508.757115,761282.017019,706508.757115,781121.300602,1568.52128921,1582.14251696,1628.64729783,1642.37511646,1568.52128921,1642.37511646,533.859868708,559.56972887,513.052742328,538.793501813,513.052742328,559.56972887,583787.131886,618251.225253,591881.90983,627439.368318,583787.131886,627439.368318
584,0.010814814815,824495.395182,875675.316765,804539.06575,856345.196152,804539.06575,875675.316765,723170.395182,774350.316765,703214.06575,755020.196152,703214.06575,774350.316765,1566.81030338,1579.86253628,1627.08676502,1640.29920195,1566.81030338,1640.29920195,532.310011102,556.657922266,511.637985464,536.106039127,511.637985464,556.657922266,581181.554713,613467.706113,589451.351534,622937.455757,581181.554713,622937.455757
585,0.010833333333,821009.039521,869051.682942,801352.035836,850219.970285,801352.035836,869051.682942,719684.039521,767726.682942,700027.035836,748894.970285,700027.035836,767726.682942,1565.13960904,1577.62250763,1625.56365768,1638.2601005,1565.13960904,1638.2601005,530.808618701,553.80342769,510.26915183,533.472140531,510.26915183,553.80342769,578655.500066,608785.579382,587097.141731,618530.77519,578655.500066,618530.77519
586,0.010851851852,817635.459728,862572.508317,798271.59846,844228.772059,798271.59846,862572.508317,716310.459728,761247.508317,696946.59846,742903.772059,696946.59846,761247.508317,1563.50911926,1575.42223211,1624.07791591,1636.25765297,1563.50911926,1636.25765297,529.355342921,551.00537103,508.945940228,530.891022044,508.945940228,551.00537103,576208.118098,604202.902212,584818.540309,614217.593696,576208.118098,614217.593696
587,0.01087037037,814373.466239,856234.975321,795296.729252,838369.098433,795296.729252,856234.975321,713048.466239,754909.975321,693971.729252,737044.098433,693971.729252,754909.975321,1561.91874935,1573.26151343,1622.56411186,1634.29170239,1561.91874935,1634.29170239,527.949846851,548.262896431,507.668063061,528.361916098,507.668063061,548.262896431,573838.587257,600273.421726,582614.836822,609996.219861,573838.587257,609996.219861
588,0.010888888889,811221.920813,850036.336071,792426.446648,832638.507518,792426.446648,850036.336071,709896.920813,748711.336071,691101.446648,731313.507518,691101.446648,748711.336071,1560.36841915,1571.14015742,1620.17067108,1632.36209344,1560.36841915,1632.36209344,526.591809636,545.575165202,506.435245724,525.884070534,506.435245724,545.575165202,571546.119961,596861.80447,580485.3493,606178.705739,571546.119961,606178.705739
589,0.010907407407,808179.729711,845089.662867,789659.810178,827034.615472,789659.810178,845089.662867,706854.729711,743764.662867,688334.810178,725709.615472,688334.810178,743764.662867,1558.85805125,1569.05797136,1617.81235554,1630.46867187,1558.85805125,1630.46867187,525.280923496,542.941354586,505.247225974,523.456747606,505.247225974,542.941354586,569329.958098,593535.432427,578429.423072,603068.026742,569329.958098,603068.026742
590,0.010925925926,805245.827062,840560.399443,786995.918759,821791.499307,786995.918759,840560.399443,703920.827062,739235.399443,685670.918759,720466.499307,685670.918759,739235.399443,1556.957975,1567.01476336,1615.48891875,1628.61128398,1556.957975,1628.61128398,524.016886086,540.55408315,504.103753319,521.079222976,504.103753319,540.55408315,567189.36211,590293.039193,576446.429586,600037.394426,567189.36211,600037.394426
591,0.010944444444,802419.202229,836150.430734,784433.908992,817749.840252,784433.908992,836150.430734,701094.202229,734825.430734,683108.908992,716424.840252,683108.908992,734825.430734,1554.43579868,1565.01034176,1613.20011303,1626.78977607,1554.43579868,1626.78977607,522.799413609,538.649375196,503.004588384,518.750784726,503.004588384,538.649375196,565123.628793,587133.389546,574535.765228,597085.716009,565123.628793,597085.716009
592,0.010962962963,799698.89864,831857.990839,781972.953459,813818.661616,781972.953459,831857.990839,698373.89864,730532.990839,680647.953459,712493.661616,680647.953459,730532.990839,1551.95106139,1563.04451447,1610.94568884,1625.00399379,1551.95106139,1625.00399379,521.628240487,536.79355017,501.949502268,516.704227247,501.949502268,536.79355017,563132.090502,584055.277665,572696.850148,594211.924942,563132.090502,594211.924942
593,0.010981481481,797083.981383,827681.35644,779612.259013,809996.448317,779612.259013,827681.35644,695758.981383,726356.35644,678287.259013,708671.448317,678287.259013,726356.35644,1549.50346187,1561.11708827,1608.72539415,1623.25378158,1549.50346187,1623.25378158,520.503104242,534.98608173,500.938275893,515.0559822,500.938275893,534.98608173,561214.093909,581057.525355,570929.127066,591414.979287,561214.093909,591414.979287
594,0.011,794573.550519,823618.844168,777351.065066,806281.720946,777351.065066,823618.844168,693248.550519,722293.844168,676026.065066,704956.720946,676026.065066,722293.844168,1547.09269574,1559.22786816,1606.53897373,1621.53898202,1547.09269574,1621.53898202,519.423751941,533.226452904,499.97069935,513.452982695,499.97069935,533.226452904,559369.008638,578138.980279,569232.060077,588693.860095,559369.008638,588693.860095
595,0.011018518519,792166.739168,819668.807982,775188.641848,802673.033378,775188.641848,819668.807982,690841.739168,718343.807982,673863.641848,701348.033378,673863.641848,718343.807982,1544.71845476,1557.37665659,1604.38616847,1619.8594352,1544.71845476,1619.8594352,518.38993947,531.514155154,499.046571204,511.894780936,499.046571204,531.514155154,557596.225942,575298.514187,567605.133443,586047.569784,557596.225942,586047.569784
596,0.011037037037,789862.711564,815829.636534,773124.28866,799168.970379,773124.28866,815829.636534,688537.711564,714504.636534,671799.28866,697843.970379,671799.28866,714504.636534,1542.38042597,1555.56325277,1602.2667146,1618.214978,1542.38042597,1618.214978,517.401430762,529.848687405,498.165697813,510.380935974,498.165697813,529.848687405,555895.15737,572535.021139,566047.850364,583475.130492,555895.15737,583475.130492
597,0.011055555556,787660.661101,812099.750505,771157.33209,795768.145204,771157.33209,812099.750505,686335.661101,710774.750505,669832.33209,694443.145204,669832.33209,710774.750505,1540.07829091,1553.78745186,1600.18034297,1616.65152475,1540.07829091,1616.65152475,516.457997041,528.229555066,497.327892615,508.911012795,497.327892615,528.229555066,554265.233413,569847.415708,564559.731732,580975.58244,554265.233413,580975.58244
598,0.011074074074,785559.808323,808477.600006,769287.124204,792469.197164,769287.124204,808477.600006,684234.808323,707152.600006,667962.124204,691144.197164,667962.124204,707152.600006,1537.81172476,1552.04904422,1598.12677824,1615.59821376,1537.81172476,1615.59821376,515.559415997,526.656269046,496.532975383,507.484581397,496.532975383,526.656269046,552655.484459,567234.631209,563140.314859,578547.982253,552655.484459,578547.982253
599,0.011092592593,783559.398904,804961.661877,767513.040697,789270.789174,767513.040697,804961.661877,682234.398904,703636.661877,666188.040697,687945.789174,666188.040697,703636.661877,1535.58039541,1550.34781456,1596.10573811,1614.58174246,1535.58039541,1614.58174246,514.705470988,525.12834474,495.780771478,506.101215849,495.780771478,525.12834474,549250.682734,564695.617879,561228.401093,576191.40128,549250.682734,576191.40128
600,0.011111111111,781423.115184,801550.436981,765834.479002,786171.605269,765834.479002,801550.436981,680098.115184,700225.436981,664509.479002,684846.605269,664509.479002,700225.436981,1533.38396262,1549.07431203,1594.11693242,1613.60204874,1533.38396262,1613.60204874,513.895950176,523.645300976,495.071111066,504.76049331,495.071111066,523.645300976,545921.270835,562229.341028,558109.382439,573904.923876,545921.270835,573904.923876
601,0.01112962963,776861.110916,798242.447464,764250.856349,783170.348077,764250.856349,798242.447464,675536.110916,696917.447464,662925.856349,681845.348077,662925.856349,696917.447464,1531.22207704,1548.02788195,1592.16006233,1612.6590658,1531.22207704,1612.6590658,513.130645654,522.206658948,494.403828307,503.461993044,494.403828307,522.206658948,542665.807115,559834.779183,555060.923994,571687.645659,542665.807115,571687.645659
602,0.011148148148,772403.938262,795036.233973,760411.148402,780265.736247,760411.148402,795036.233973,671078.938262,693711.233973,659086.148402,678940.736247,659086.148402,693711.233973,1529.0943792,1547.02054145,1590.23481939,1611.75272141,1529.0943792,1611.75272141,511.797496608,520.811941128,493.778760518,502.205295389,493.778760518,520.811941128,539482.864462,557510.922191,552081.738647,569538.671732,539482.864462,569538.671732
603,0.011166666667,768049.530428,791930.352826,756411.506594,777456.50183,756411.506594,791930.352826,666724.530428,690605.352826,655086.506594,676131.50183,655086.506594,690605.352826,1527.00049854,1546.05218536,1588.34088461,1610.88293715,1527.00049854,1610.88293715,509.858150194,519.46067013,493.195747296,500.989980709,493.195747296,519.46067013,536371.028189,555256.769289,549170.548744,567457.114866,536371.028189,567457.114866
604,0.011185185185,763795.838202,788923.373126,752506.887252,774741.387593,752506.887252,788923.373126,662470.838202,687598.373126,651181.887252,673416.387593,651181.887252,687598.373126,1524.94005236,1545.12270094,1586.4779275,1610.04962755,1524.94005236,1610.04962755,507.961280997,518.152367553,491.531204124,499.815628295,491.531204124,518.152367553,533328.893967,553071.327132,546326.084061,565442.09364,533328.893967,565442.09364
605,0.011203703704,759640.826721,786013.873804,748695.462319,772119.144274,748695.462319,786013.873804,658315.826721,684688.873804,647370.462319,670794.144274,647370.462319,684688.873804,1522.9126447,1544.23196689,1584.645605,1609.25269925,1522.9126447,1609.25269925,506.106180056,516.886552777,489.838446888,498.681815248,489.838446888,516.886552777,530355.065642,550953.607777,543547.07975,563492.730532,530355.065642,563492.730532
606,0.011222222222,755582.471888,783200.440602,744975.411333,769588.527756,744975.411333,783200.440602,654257.471888,681875.440602,643650.411333,668263.527756,643650.411333,681875.440602,1520.91786522,1543.37985242,1582.84356053,1608.49205013,1520.91786522,1608.49205013,504.292134582,515.662741725,488.184698202,497.588115309,488.184698202,515.662741725,527448.152849,548902.626616,540832.274254,561608.149954,527448.152849,561608.149954
607,0.011240740741,751618.757328,780481.662963,741344.918333,767148.296165,741344.918333,780481.662963,650293.757328,679156.662963,640019.918333,665823.296165,640019.918333,679156.662963,1518.95528801,1542.56621678,1581.0714228,1607.76756835,1518.95528801,1607.76756835,502.518426743,514.480445586,486.569308339,496.534097649,486.569308339,514.480445586,524606.76892,546917.400251,538180.407167,559787.476233,524606.76892,559787.476233
608,0.011259259259,747747.671051,777856.130842,737802.168697,764797.206875,737802.168697,777856.130842,646422.671051,676531.130842,636477.168697,663472.206875,636477.168697,676531.130842,1517.02447038,1541.79090661,1579.32880473,1607.07913141,1517.02447038,1607.07913141,500.784332289,513.339169469,484.991620946,495.519325622,484.991620946,513.339169469,521829.528628,544996.944304,535590.217064,558029.831523,521829.528628,558029.831523
609,0.011277777778,743967.202052,775322.431415,734345.345918,762534.013412,734345.345918,775322.431415,642642.202052,673997.431415,633020.345918,661209.013412,633020.345918,673997.431415,1515.1249516,1541.05375637,1577.61530224,1606.42660511,1515.1249516,1606.42660511,499.089119121,512.238411038,483.450971696,494.543355452,483.450971696,512.238411038,519115.045869,543695.934602,533060.439275,556334.333647,519115.045869,556334.333647
610,0.011296296296,740275.336834,772879.145685,730972.628299,760357.462258,730972.628299,772879.145685,638950.336834,671554.145685,629647.628299,659032.462258,629647.628299,671554.145685,1513.25625155,1540.3545867,1575.93049303,1605.80984248,1513.25625155,1605.80984248,497.432045834,511.177659069,481.946686878,493.605734884,481.946686878,511.177659069,516461.931309,542929.912859,530589.803601,555576.794127,516461.931309,555576.794127
611,0.011314814815,736670.055867,771181.833923,727682.185573,758266.289529,727682.185573,771181.833923,635345.055867,669856.833923,626357.185573,656941.289529,626357.185573,669856.833923,1511.41786938,1539.69320321,1574.2739353,1605.2286827,1511.41786938,1605.2286827,495.812360198,510.156391961,480.478081953,492.706001769,480.478081953,510.156391961,513868.789968,542228.749398,528177.031974,554995.260582,513868.789968,554995.260582
612,0.011333333333,733149.329957,770407.404071,724472.175429,756856.336023,724472.175429,770407.404071,631824.329957,669082.404071,623147.175429,655531.336023,623147.175429,669082.404071,1509.60928204,1539.06939525,1572.6451664,1604.68294993,1509.60928204,1604.68294993,494.229297596,509.174076175,479.044460045,491.843682585,479.044460045,509.174076175,511334.21875,541591.964017,525820.836057,554477.320384,511334.21875,554477.320384
