crank_angle_deg,cycle_time_s,cantera_pressure_pa_abs_min,cantera_pressure_pa_abs_max,wiebe_pressure_pa_abs_min,wiebe_pressure_pa_abs_max,cross_model_pressure_pa_abs_min,cross_model_pressure_pa_abs_max,cantera_pressure_gauge_pa_min,cantera_pressure_gauge_pa_max,wiebe_pressure_gauge_pa_min,wiebe_pressure_gauge_pa_max,cross_model_pressure_gauge_pa_min,cross_model_pressure_gauge_pa_max,cantera_temperature_k_min,cantera_temperature_k_max,wiebe_temperature_k_min,wiebe_temperature_k_max,cross_model_temperature_k_min,cross_model_temperature_k_max,cantera_h_gas_w_m2_k_min,cantera_h_gas_w_m2_k_max,wiebe_h_gas_w_m2_k_min,wiebe_h_gas_w_m2_k_max,cross_model_h_gas_w_m2_k_min,cross_model_h_gas_w_m2_k_max,cantera_wall_heat_flux_w_m2_min,cantera_wall_heat_flux_w_m2_max,wiebe_wall_heat_flux_w_m2_min,wiebe_wall_heat_flux_w_m2_max,cross_model_wall_heat_flux_w_m2_min,cross_model_wall_heat_flux_w_m2_max
398,0.00737037037,8129274.18118,8947875.65329,7288887.25805,8093329.80882,7288887.25805,8947875.65329,8027949.18118,8846550.65329,7187562.25805,7992004.80882,7187562.25805,8846550.65329,2516.24231697,2534.37371768,2423.82885514,2443.4776765,2423.82885514,2534.37371768,2582.590218588,2779.773822729,2414.992022064,2614.749569268,2414.992022064,2779.773822729,5274977.37696,5721159.64305,4706406.13753,5147076.15675,4706406.13753,5721159.64305
399,0.007388888889,7872642.34503,8665095.38067,7117961.36731,7899012.64412,7117961.36731,8665095.38067,7771317.34503,8563770.38067,7016636.36731,7797687.64412,7016636.36731,8563770.38067,2501.85534939,2520.09345986,2429.79470659,2448.63946125,2429.79470659,2520.09345986,2524.899188795,2717.433692006,2366.49380214,2561.538149068,2366.49380214,2717.433692006,5120693.57554,5553885.56475,4626009.55761,5055552.7725,4626009.55761,5553885.56475
400,0.007407407407,7625621.063,8392944.28579,6944847.62514,7702730.71427,6944847.62514,8392944.28579,7524296.063,8291619.28579,6843522.62514,7601405.71427,6843522.62514,8291619.28579,2487.58014446,2505.92543356,2433.1665451,2451.24305313,2433.1665451,2505.92543356,2468.869488711,2656.901650162,2318.632143335,2509.075567302,2318.632143335,2656.901650162,4971702.97805,5392372.4975,4540267.89347,4958543.15966,4540267.89347,5392372.4975
401,0.007425925926,7387946.70097,8131127.13026,6770687.30079,7505741.44875,6770687.30079,8131127.13026,7286621.70097,8029802.13026,6669362.30079,7404416.44875,6669362.30079,8029802.13026,2473.42381453,2491.87652706,2433.56315848,2451.82483296,2433.56315848,2491.87652706,2414.478501399,2598.152074376,2271.49687397,2457.45694336,2271.49687397,2598.152074376,4827886.65061,5236488.71195,4450268.47534,4857237.07567,4450268.47534,5236488.71195
402,0.007444444444,7159344.40831,7879336.46588,6596517.54071,7309178.97249,6596517.54071,7879336.46588,7058019.40831,7778011.46588,6495192.54071,7207853.97249,6495192.54071,7778011.46588,2459.39276388,2477.95292808,2431.57375235,2450.58385673,2431.57375235,2477.95292808,2361.699603779,2541.155246616,2225.166797628,2406.764939981,2225.166797628,2541.155246616,4689117.34955,5086093.54823,4357032.69366,4752744.0235,4357032.69366,5086093.54823
403,0.007462962963,6939531.41863,7637256.50094,6423265.36942,7114049.54449,6423265.36942,7637256.50094,6838206.41863,7535931.50094,6321940.36942,7012724.54449,6321940.36942,7535931.50094,2445.49273345,2464.16018349,2427.79268387,2447.76956182,2427.79268387,2464.16018349,2310.476041343,2485.878069976,2179.709746235,2357.070042185,2179.709746235,2485.878069976,4555261.40884,4941039.57661,4261503.97149,4646081.84381,4261503.97149,4941039.57661
404,0.007481481481,6728220.41168,7404566.59672,6251745.39483,6921230.43593,6251745.39483,7404566.59672,6626895.41168,7303241.59672,6150420.39483,6819905.43593,6150420.39483,7303241.59672,2431.72884431,2450.50316857,2422.44965941,2443.26876614,2422.44965941,2450.50316857,2260.754123679,2432.284756713,2135.182873622,2308.430962053,2135.182873622,2432.284756713,4426180.62598,4801174.55567,4164539.63836,4538169.19005,4164539.63836,4801174.55567
405,0.0075,6525121.62974,7180944.22627,6082660.4111,6731471.86415,6082660.4111,7180944.22627,6423796.62974,7079619.22627,5981335.4111,6630146.86415,5981335.4111,7079619.22627,2418.10567479,2436.98623413,2415.7640461,2437.30955358,2415.7640461,2437.30955358,2212.554150927,2380.337434612,2091.633081425,2260.89515978,2091.633081425,2380.337434612,4301733.56237,4666343.10781,4066704.64456,4429821.61411,4066704.64456,4666343.10781
406,0.007518518519,6329945.65811,6966067.29547,5916604.38395,6545401.53886,5916604.38395,6966067.29547,6228620.65811,6864742.29547,5815279.38395,6444076.53886,5815279.38395,6864742.29547,2404.62726571,2423.61322294,2407.94201467,2430.10756237,2404.62726571,2430.10756237,2165.840018779,2329.996629086,2049.097528942,2214.499468487,2049.097528942,2329.996629086,4181777.05624,4536388.07574,3967973.98142,4321750.88316,3967973.98142,4536388.07574
407,0.007537037037,6142404.51724,6759615.84031,5754067.47622,6363531.34129,5754067.47622,6759615.84031,6041079.51724,6658290.84031,5652742.47622,6262206.34129,5652742.47622,6658290.84031,2391.29730679,2410.38754004,2399.1744079,2421.86353085,2391.29730679,2421.86353085,2120.574326546,2281.221604842,2007.60422589,2169.27080745,2007.60422589,2281.221604842,4066167.08326,4411151.5877,3869999.44877,4214567.0743,3869999.44877,4411151.5877
408,0.007555555556,5962213.94502,6561274.14255,5595442.70611,6186265.64529,5595442.70611,6561274.14255,5860888.94502,6459949.14255,5494117.70611,6084940.64529,5494117.70611,6459949.14255,2378.11899281,2397.31210177,2389.63531237,2412.76157361,2378.11899281,2412.76157361,2076.718994949,2233.970885499,1967.172698879,2125.226965973,1967.172698879,2233.970885499,3954759.94268,4290476.25417,3773255.25102,4108782.95107,3773255.25102,4290476.25417
409,0.007574074074,5789093.77615,6370730.87399,5440884.27248,6013910.79964,5440884.27248,6370730.87399,5687768.77615,6269405.87399,5339559.27248,5912585.79964,5339559.27248,6269405.87399,2365.09513375,2384.38947377,2379.48128569,2402.96814857,2365.09513375,2402.96814857,2034.235276856,2188.202191127,1927.81471431,2082.377438504,1927.81471431,2188.202191127,3847412.72818,4174205.53558,3678132.50331,4004820.11277,3678132.50331,4174205.53558
410,0.007592592593,5622770.07974,6187681.63818,5290154.59402,5846685.31915,5290154.59402,6187681.63818,5521445.07974,6086356.63818,5188829.59402,5745360.31915,5188829.59402,6086356.63818,2352.22818295,2371.62191622,2368.85117047,2392.63165188,2352.22818295,2392.63165188,1993.084399532,2143.873168472,1889.535039225,2040.724290756,1889.535039225,2143.873168472,3743984.4132,4062185.04739,3584945.78736,3903016.42038,3584945.78736,4062185.04739
411,0.007611111111,5462974.89465,6011829.59109,5144130.03132,5684730.34844,5144130.03132,6011829.59109,5361649.89465,5910504.59109,5042805.03132,5583405.34844,5042805.03132,5910504.59109,2339.52026795,2359.011321,2357.86641818,2381.88256027,2339.52026795,2381.88256027,1953.227434277,2100.941572354,1852.332221355,2000.263026076,1852.332221355,2100.941572354,3644250.49572,3954263.00456,3493940.4996,3803634.22891,3493940.4996,3954263.00456
412,0.00762962963,5309447.4936,5842885.68581,5002883.66658,5528120.10273,5002883.66658,5842885.68581,5208122.4936,5741560.68581,4901558.66658,5426795.10273,4901558.66658,5741560.68581,2326.9731919,2346.55929369,2346.63182192,2370.83403014,2326.9731919,2370.83403014,1914.625699428,2059.365330933,1816.199370197,1960.983453505,1816.199370197,2059.365330933,3548069.19324,3850290.52648,3405300.61155,3706869.03261,3405300.61155,3850290.52648
413,0.007648148148,5161934.56042,5680569.34639,4866436.93981,5376872.05932,4866436.93981,5680569.34639,5060609.56042,5579244.34639,4765111.93981,5275547.05932,4765111.93981,5579244.34639,2314.58851213,2334.26717252,2335.23653945,2359.58285683,2314.58851213,2359.58285683,1877.240827029,2019.102770768,1781.124922218,1922.870569984,1781.124922218,2019.102770768,3455412.38915,3750122.08727,3319156.51557,3612858.17956,3319156.51557,3750122.08727
414,0.007666666667,5020190.58057,5524608.80691,4734768.16445,5230956.38672,4734768.16445,5524608.80691,4918865.58057,5423283.80691,4633443.16445,5129631.38672,4633443.16445,5423283.80691,2302.36749604,2322.13603336,2323.75538022,2348.21072665,2302.36749604,2348.21072665,1841.034913575,1980.112755207,1747.093260284,1885.905332328,1747.093260284,1980.112755207,3366148.94141,3653615.79995,3235592.693,3521689.29139,3235592.693,3653615.79995
415,0.007685185185,4883978.1789,5374741.38511,4607820.39253,5090304.70582,4607820.39253,5374741.38511,4782653.1789,5273416.38511,4506495.39253,4988979.70582,4506495.39253,5273416.38511,2290.31123172,2310.16678262,2312.25021924,2336.78553819,2290.31123172,2336.78553819,1805.970672536,1942.354819299,1714.085735257,1850.065403494,1714.085735257,1942.354819299,3280151.13529,3560633.64627,3154654.97514,3433408.24447,3154654.97514,3560633.64627
416,0.007703703704,4753068.14424,5230713.59266,4484377.68773,4953596.6199,4484377.68773,5230713.59266,4651743.14424,5129388.59266,4383052.68773,4852271.6199,4383052.68773,5129388.59266,2278.42046432,2298.36006105,2300.2110591,2324.7276512,2278.42046432,2324.7276512,1772.011489109,1905.789258615,1681.958361405,1815.20501125,1681.958361405,1905.789258615,3197295.08646,3471041.63255,3075170.8231,3346945.48447,3075170.8231,3471041.63255
417,0.007722222222,4627239.54654,5092281.17246,4365800.26969,4822295.31052,4365800.26969,5092281.17246,4525914.54654,4990956.17246,4264475.26969,4720970.31052,4264475.26969,4990956.17246,2266.69582598,2286.71634151,2288.3850382,2312.88141203,2266.69582598,2312.88141203,1739.121519946,1870.377211196,1650.844976618,1781.452441492,1650.844976618,1870.377211196,3117460.53423,3384709.8792,2998662.01196,3264007.4176,2998662.01196,3384709.8792
418,0.007740740741,4506279.6218,4959208.83302,4251878.28176,4696166.26466,4251878.28176,4959208.83302,4404954.6218,4857883.83302,4150553.28176,4594841.26466,4150553.28176,4857883.83302,2255.13774047,2275.23591683,2276.76968639,2301.24413009,2255.13774047,2301.24413009,1707.265703244,1836.080603394,1620.712614344,1748.77070942,1620.712614344,1836.080603394,3040531.11692,3301512.67015,2925007.75558,3184153.16071,2925007.75558,3301512.67015
419,0.007759259259,4389983.76749,4831270.71897,4142410.38484,4574984.59456,4142410.38484,4831270.71897,4288658.76749,4729945.71897,4041085.38484,4473659.59456,4041085.38484,4729945.71897,2243.74644073,2263.91891823,2265.36242014,2289.81366798,2243.74644073,2289.81366798,1676.409840954,1802.862437305,1591.528176375,1717.123784754,1591.528176375,1802.862437305,2966394.35235,3221328.58324,2854091.73137,3107257.30144,2854091.73137,3221328.58324
420,0.007777777778,4278155.50343,4708249.89845,4037203.59979,4458534.84741,4037203.59979,4708249.89845,4176830.50343,4606924.89845,3935878.59979,4357209.84741,3935878.59979,4606924.89845,2232.52192741,2252.76531728,2254.16056104,2278.58749427,2232.52192741,2278.58749427,1646.520647592,1770.686676799,1563.259880729,1686.476622742,1563.259880729,1770.686676799,2894941.63799,3144040.38274,2785802.02395,3033199.50076,2785802.02395,3144040.38274
421,0.007796296296,4170606.20751,4589938.19969,3936073.11404,4346610.78099,3936073.11404,4589938.19969,4069281.20751,4488613.19969,3834748.11404,4245285.78099,3834748.11404,4488613.19969,2221.46414066,2241.77495156,2243.16135241,2267.56290938,2221.46414066,2267.56290938,1617.565743548,1739.518264684,1535.876988935,1656.795184964,1535.876988935,1739.518264684,2826068.18694,3069535.01694,2719848.83149,2961864.22081,2719848.83149,3069535.01694
422,0.007814814815,4067120.12686,4476136.08373,3838842.07267,4239015.11292,3838842.07267,4476136.08373,3965795.12686,4374811.08373,3737517.07267,4137690.11292,3737517.07267,4374811.08373,2210.57282476,2230.94752213,2232.36197412,2256.73718805,2210.57282476,2256.73718805,1589.51367391,1709.323173535,1509.34954668,1628.046451465,1509.34954668,1709.323173535,2759673.04457,2997703.57498,2656323.88041,2893140.33186,2656323.88041,2997703.57498
423,0.007833333333,3967454.4753,4366652.39656,3745341.352,4135559.25021,3745341.352,4366652.39656,3866129.4753,4265327.39656,3644016.352,4034234.25021,3644016.352,4265327.39656,2199.84750896,2220.28259395,2221.75955579,2246.10754995,2199.84750896,2246.10754995,1562.333931159,1680.068403306,1483.648503807,1600.198425442,1483.648503807,1680.068403306,2695658.98051,2928558.12119,2595128.81489,2826921.16028,2595128.81489,2928558.12119
424,0.007851851852,3871558.73177,4261304.12645,3655409.3054,4036063.00458,3655409.3054,4261304.12645,3770233.73177,4159979.12645,3554084.3054,3934738.00458,3554084.3054,4159979.12645,2189.2876753,2209.77964677,2211.35118852,2235.67117176,2189.2876753,2235.67117176,1535.996950937,1651.721982609,1458.708689646,1573.220131711,1458.708689646,1651.721982609,2633932.44323,2861937.51113,2536167.574,2763104.3787,2536167.574,2861937.51113
425,0.00787037037,3779273.1406,4159916.1482,3568891.50651,3940354.29831,3568891.50651,4159916.1482,3677948.1406,4058591.1482,3467566.50651,3839029.29831,3467566.50651,4058591.1482,2178.89266237,2199.43802117,2201.13393521,2225.42519791,2178.89266237,2225.42519791,1510.474108038,1624.25296457,1434.530683314,1547.081609874,1434.530683314,1624.25296457,2574403.47259,2797675.27284,2479348.12683,2701591.88654,2479348.12683,2797675.27284
426,0.007888888889,3690444.9227,4062320.95751,3485640.48656,3848268.86165,3485640.48656,4062320.95751,3589119.9227,3960995.95751,3384315.48656,3746943.86165,3384315.48656,3960995.95751,2168.66168963,2189.25697937,2191.10482345,2215.366746,2168.66168963,2215.366746,1485.73771124,1597.631417366,1411.100436154,1521.753908788,1411.100436154,1597.631417366,2516985.63482,2735679.17037,2424582.33036,2642289.68001,2424582.33036,2735679.17037
427,0.007907407407,3604927.97638,3968358.40038,3405515.46355,3759649.9231,3405515.46355,3968358.40038,3503602.97638,3867033.40038,3304190.46355,3658324.9231,3304190.46355,3867033.40038,2158.59382598,2179.23563555,2181.26086106,2205.49290698,2158.59382598,2205.49290698,1461.760987009,1571.828410924,1388.392291428,1497.209064317,1388.392291428,1571.828410924,2461595.86367,2675860.55032,2371785.80145,2585107.71231,2371785.80145,2675860.55032
428,0.007925925926,3522582.61604,3877875.4003,3328382.08627,3674347.91784,3328382.08627,3877875.4003,3421257.61604,3776550.4003,3227057.08627,3573022.91784,3227057.08627,3776550.4003,2148.68813072,2169.37307285,2171.59907883,2195.80078059,2148.68813072,2195.80078059,1438.518069817,1546.816000484,1366.38146568,1473.420073417,1366.38146568,1546.816000484,2408154.46788,2618134.35863,2320877.81744,2529959.78197,2320877.81744,2618134.35863
429,0.007944444444,3443275.37878,3790725.66291,3254112.17279,3592220.19135,3254112.17279,3790725.66291,3341950.37878,3689400.66291,3152787.17279,3490895.19135,3152787.17279,3689400.66291,2138.94343701,2159.66828258,2162.11651064,2186.28746645,2138.94343701,2186.28746645,1415.983975831,1522.567216614,1345.044039899,1450.360883933,1345.044039899,1522.567216614,2356584.86518,2562418.88488,2271781.16069,2476763.38487,2271781.16069,2562418.88488
430,0.007962962963,3366878.7667,3706769.45498,3182583.45073,3513130.70454,3182583.45073,3706769.45498,3265553.7667,3605444.45498,3081258.45073,3411805.70454,3081258.45073,3605444.45498,2129.35860785,2150.12011667,2152.81019904,2176.95006991,2129.35860785,2176.95006991,1394.134594785,1499.056023475,1324.356940093,1428.006372323,1324.356940093,1499.056023475,2306813.68318,2508635.74039,2224421.98414,2425439.57685,2224421.98414,2508635.74039
431,0.007981481481,3293270.94597,3625873.31745,3113679.30243,3436949.7681,3113679.30243,3625873.31745,3191945.94597,3524548.31745,3012354.30243,3335624.7681,3012354.30243,3524548.31745,2119.93234311,2140.72740923,2143.67722138,2167.78570712,2119.93234311,2167.78570712,1372.946669725,1476.257297304,1304.297916411,1406.332319141,1304.297916411,1476.257297304,2258770.45281,2456709.71455,2178729.70474,2375912.83689,2178729.70474,2456709.71455
432,0.008,3222335.61519,3547909.79461,3047288.51582,3363553.75995,3047288.51582,3547909.79461,3121010.61519,3446584.79461,2945963.51582,3262228.75995,2945963.51582,3446584.79461,2110.66330461,2131.48893165,2134.71469215,2158.79150961,2110.66330461,2158.79150961,1352.397762093,1454.146829382,1284.845521136,1385.315388073,1284.845521136,1454.146829382,2212387.66016,2406568.71379,2134636.87272,2328110.93156,2134636.87272,2406568.71379
433,0.008018518519,3153961.73077,3472757.18286,2983305.04227,3292824.78717,2983305.04227,3472757.18286,3052636.73077,3371432.18286,2881980.04227,3191499.78717,2881980.04227,3371432.18286,2101.55011927,2122.40336024,2125.91970017,2149.96462832,2101.55011927,2149.96462832,1332.466263422,1432.701276826,1265.979085963,1364.933100197,1265.979085963,1432.701276826,2167600.61375,2358143.56484,2092078.957,2281964.78167,2092078.957,2358143.56484
434,0.008037037037,3088043.1988,3400299.21046,2921627.76193,3224650.45776,2921627.76193,3400299.21046,2986718.1988,3298974.21046,2820302.76193,3123325.45776,2820302.76193,3298974.21046,2092.59126901,2113.4693307,2117.28935841,2141.30223736,2092.59126901,2141.30223736,1313.13131218,1411.898151765,1247.678698767,1345.163803331,1247.678698767,1411.898151765,2124347.204,2311367.96504,2050994.2747,2237408.33179,2050994.2747,2311367.96504
435,0.008055555556,3024478.75388,3330424.95598,2862160.25727,3158923.62678,2862160.25727,3330424.95598,2923153.75388,3229099.95598,2760835.25727,3057598.62678,2760835.25727,3229099.95598,2083.78521599,2104.68539674,2108.82080919,2132.80153731,2083.78521599,2132.80153731,1294.372826175,1391.71578573,1229.925180186,1325.986646035,1229.925180186,1391.71578573,2082567.95096,2266178.33366,2011323.8719,2194378.42317,2011323.8719,2266178.33366
436,0.008074074074,2963171.73897,3263028.44536,2804810.59496,3095542.15203,2804810.59496,3263028.44536,2861846.73897,3161703.44536,2703485.59496,2994217.15203,2703485.59496,3161703.44536,2075.13038619,2096.05010834,2100.51122785,2124.45975836,2075.13038619,2124.45975836,1276.171462831,1372.133303614,1212.700060182,1307.38155177,1212.700060182,1372.133303614,2042205.88157,2222513.79021,1973011.4067,2152814.67045,1973011.4067,2222513.79021
437,0.008092592593,2904029.84219,3198008.64714,2749491.11626,3034408.6595,2749491.11626,3198008.64714,2802704.84219,3096683.64714,2648166.11626,2933083.6595,2648166.11626,3096683.64714,2066.62513135,2087.56194968,2092.35782598,2116.27416308,2066.62513135,2116.27416308,1258.508578806,1353.130614106,1195.985554746,1289.329193301,1195.985554746,1353.130614106,2003206.36697,2180315.95538,1936003.03619,2112659.34217,1936003.03619,2180315.95538
438,0.008111111111,2846964.95035,3135268.9278,2696118.23592,2975430.31848,2696118.23592,3135268.9278,2745639.95035,3033943.9278,2594793.23592,2874105.31848,2594793.23592,3033943.9278,2058.26777528,2079.21936283,2084.35785422,2108.2420488,2058.26777528,2108.2420488,1241.366214033,1334.688352318,1179.764542901,1271.810967505,1179.764542901,1334.688352318,1965517.08731,2139528.88113,1900247.30715,2073857.24535,1900247.30715,2139528.88113
439,0.00812962963,2791892.94931,3074717.13316,2644612.2492,2918660.54371,2644612.2492,3074717.13316,2690567.94931,2973392.13316,2543287.2492,2817335.54371,2543287.2492,2973392.13316,2050.05661029,2071.02075296,2076.50860454,2100.3607497,2050.05661029,2100.3607497,1224.72709899,1316.787883665,1164.020543997,1254.808970525,1164.020543997,1316.787883665,1929087.92734,2100098.95408,1865695.0505,2036355.61394,1865695.0505,2100098.95408
440,0.008148148148,2738733.53149,3016265.25234,2594897.14685,2863914.2226,2594897.14685,3016265.25234,2637408.53149,2914940.25234,2493572.14685,2762589.2226,2493572.14685,2914940.25234,2041.98989571,2062.96448474,2068.80741187,2092.62761158,2041.98989571,2092.62761158,1208.57457693,1299.411264589,1148.73769533,1238.30597332,1148.73769533,1299.411264589,1893870.87675,2061974.78749,1832299.27921,2000103.96366,1832299.27921,2061974.78749
441,0.008166666667,2687410.02042,2959829.25218,2546900.43785,2811056.92931,2546900.43785,2959829.25218,2586085.02042,2858504.25218,2445575.43785,2709731.92931,2445575.43785,2858504.25218,2034.06586322,2055.04891512,2061.2516552,2085.04007465,2034.06586322,2085.04007465,1192.89263168,1282.541220983,1133.900730192,1222.285397637,1133.900730192,1282.541220983,1859819.94404,2025107.18297,1800015.08966,1965054.10097,1800015.08966,2025107.18297
442,0.008185185185,2637849.2036,2905328.88915,2500548.73465,2760012.84767,2500548.73465,2905328.88915,2536524.2036,2804003.88915,2399223.73465,2658687.84767,2399223.73465,2804003.88915,2026.28272238,2047.27237441,2053.83875822,2077.59559183,2026.28272238,2077.59559183,1177.664810982,1266.161123512,1119.494956283,1206.731292344,1119.494956283,1266.161123512,1826891.07403,1989448.97806,1768799.56652,1931159.91017,1768799.56652,1989448.97806
443,0.008203703704,2589981.17244,2852775.36482,2455704.19551,2710709.64266,2455704.19551,2852775.36482,2488656.17244,2751450.36482,2354379.19551,2609384.64266,2354379.19551,2751450.36482,2018.63866564,2039.63308822,2046.56618954,2070.29165724,2018.63866564,2070.29165724,1162.864152032,1250.254964272,1105.506234555,1191.62831024,1105.506234555,1250.254964272,1795042.06796,1954954.85673,1738611.69115,1898377.29492,1738611.69115,1954954.85673
444,0.008222222222,2543739.17081,2802008.92605,2412385.40422,2663078.29178,2412385.40422,2802008.92605,2442414.17081,2700683.92605,2311060.40422,2561753.29178,2311060.40422,2700683.92605,2011.13187387,2032.12944764,2039.43146265,2063.12580656,2011.13187387,2063.12580656,1148.490268253,1234.807334004,1091.920958542,1176.96168535,1091.920958542,1234.807334004,1764232.50789,1921581.6914,1709412.25354,1866664.08584,1709412.25354,1921581.6914
445,0.008240740741,2499059.44222,2752952.47342,2370531.94531,2617052.92406,2370531.94531,2752952.47342,2397734.44222,2651627.47342,2269206.94531,2515727.92406,2269206.94531,2651627.47342,2003.76051717,2024.75961075,2032.4321357,2056.09561721,2003.76051717,2056.09561721,1134.529350287,1219.803400302,1078.726034197,1162.717210758,1078.726034197,1219.803400302,1734423.67629,1889287.79575,1681163.76799,1835979.95201,1681163.76799,1889287.79575
446,0.008259259259,2455881.06266,2705539.82934,2330086.17312,2572570.6666,2330086.17312,2705539.82934,2354556.06266,2604214.82934,2228761.17312,2471245.6666,2228761.17312,2604214.82934,1996.52274507,2017.52195262,2025.56581116,2049.19870838,1996.52274507,2049.19870838,1120.968099579,1205.228888371,1065.90886028,1148.881217029,1065.90886028,1205.228888371,1705578.46,1858033.6058,1653830.39236,1806286.31614,1653830.39236,1858033.6058
447,0.008277777778,2414145.81666,2659707.30971,2290993.07521,2529571.49846,2290993.07521,2659707.30971,2312820.81666,2558382.30971,2189668.07521,2428246.49846,2189668.07521,2558382.30971,1989.41669721,2010.41460025,2018.83013546,2042.432741,1989.41669721,2042.432741,1107.793710175,1191.070050944,1053.457309329,1135.440551286,1053.457309329,1191.070050944,1677661.29175,1827780.78847,1627377.85097,1777546.27356,1627377.85097,1827780.78847
448,0.008296296296,2373797.98766,2615394.37273,2253200.10871,2487998.11156,2253200.10871,2615394.37273,2272472.98766,2514069.37273,2151875.10871,2386673.11156,2151875.10871,2514069.37273,1982.44046793,2003.43586176,2012.2227825,2035.79541757,1982.44046793,2035.79541757,1094.993830906,1177.31365226,1041.359706283,1122.382549127,1041.359706283,1177.31365226,1650638.01284,1798492.91115,1601773.33195,1749724.51479,1601773.33195,1798492.91115
449,0.008314814815,2334784.55363,2572543.25651,2216657.09536,2447795.74928,2216657.09536,2572543.25651,2233459.55363,2471218.25651,2115332.09536,2346470.74928,2115332.09536,2471218.25651,1975.59225891,1996.5840291,2005.74146265,2029.28446902,1975.59225891,2029.28446902,1082.556620173,1163.946900697,1029.604806902,1109.695016383,1029.604806902,1163.946900697,1624476.08406,1770135.1016,1576985.4338,1722787.22669,1576985.4338,1770135.1016
450,0.008333333333,2297054.61338,2531098.40845,2181316.17057,2408912.13456,2181316.17057,2531098.40845,2195729.61338,2429773.40845,2079991.17057,2307587.13456,2079991.17057,2429773.40845,1968.87016609,1989.85730762,1999.38395317,2022.89767889,1968.87016609,2022.89767889,1070.470623442,1150.957549427,1018.181796457,1097.366230278,1018.181796457,1150.957549427,1599144.12804,1742673.68836,1552984.15532,1696702.06867,1552984.15532,1742673.68836
451,0.008351851852,2260559.80765,2491006.87161,2147131.62167,2371297.3314,2147131.62167,2491006.87161,2159234.80765,2389681.87161,2045806.62167,2269972.3314,2045806.62167,2389681.87161,1962.27243116,1983.25392525,1993.14807346,2016.63287403,1962.27243116,2016.63287403,1058.724880971,1138.333785328,1007.080264346,1085.384907957,1007.080264346,1138.333785328,1574612.32766,1716076.49231,1529740.788,1671438.08859,1529740.788,1716076.49231
452,0.00837037037,2225253.61397,2452217.86631,2114059.78228,2334903.62584,2114059.78228,2452217.86631,2123928.61397,2350892.86631,2012734.78228,2233578.62584,2012734.78228,2350892.86631,1955.79716804,1976.77205706,1987.03168452,2010.48792182,1955.79716804,2010.48792182,1047.308768318,1126.064230172,996.290187871,1073.740188818,996.290187871,1126.064230172,1550851.85819,1690312.5463,1507227.8554,1646965.65399,1507227.8554,1690312.5463
453,0.008388888889,2191091.78424,2414683.12097,2082058.93199,2299685.41814,2082058.93199,2414683.12097,2089766.78424,2313358.12097,1980733.93199,2198360.41814,1980733.93199,2313358.12097,1949.4426056,1970.41003536,1981.03268843,2004.46072969,1949.4426056,2004.46072969,1036.21211217,1114.137930345,985.801916816,1062.421617596,985.801916816,1114.137930345,1527835.28662,1665352.42032,1485419.05555,1623256.39104,1485419.05555,1665352.42032
454,0.008407407407,2158031.79297,2378356.27807,2051089.20344,2265599.12042,2051089.20344,2378356.27807,2056706.79297,2277031.27807,1949764.20344,2164274.12042,1949764.20344,2277031.27807,1943.20689099,1964.16611547,1975.14902868,1998.5492448,1943.20689099,1998.5492448,1025.425060623,1102.544346001,975.606158707,1051.419128521,975.606158707,1102.544346001,1505536.1402,1641167.73554,1464289.20788,1600283.12642,1464289.20788,1641167.73554
455,0.008425925926,2126033.23176,2343193.00126,2021112.51986,2232603.05957,2021112.51986,2343193.00126,2024708.23176,2241868.00126,1919787.51986,2131278.05957,1919787.51986,2241868.00126,1937.08829868,1958.03857537,1969.37870101,1992.75145355,1937.08829868,1992.75145355,1014.938193559,1091.273284419,965.693964566,1040.723038012,965.693964566,1091.273284419,1483929.25669,1617731.29174,1443814.22346,1578019.83207,1443814.22346,1617731.29174
456,0.008444444444,2095057.19858,2309150.98929,1992092.45508,2200657.385,1992092.45508,2309150.98929,1993732.19858,2207825.98929,1890767.45508,2099332.385,1890767.45508,2207825.98929,1931.08501516,1952.02571377,1963.7197303,1987.06538114,1931.08501516,1987.06538114,1004.742370852,1080.31493755,956.056715292,1030.324015532,956.056715292,1080.31493755,1462990.3103,1595017.07371,1423971.01117,1556441.57255,1423971.01117,1595017.07371
457,0.008462962963,2065066.55408,2276189.52637,1963994.16622,2169723.98127,1963994.16622,2276189.52637,1963741.55408,2174864.52637,1862669.16622,2068398.98127,1862669.16622,2174864.52637,1925.19527705,1946.12580147,1958.17017586,1981.4890911,1925.19527705,1981.4890911,994.828808747,1069.65993251,946.686108569,1020.213070711,946.686108569,1069.65993251,1442696.03992,1572999.97172,1404737.44192,1535524.45492,1404737.44192,1572999.97172
458,0.008481481481,2036025.75702,2244269.92238,1936784.32781,2139766.38502,1936784.32781,2244269.92238,1934700.75702,2142944.92238,1835459.32781,2038441.38502,1835459.32781,2142944.92238,1919.41733847,1940.33718415,1952.72813542,1976.02068483,1919.41733847,1976.02068483,985.189043828,1059.299163956,937.574146315,1010.38154368,937.574146315,1059.299163956,1423024.13657,1551656.09103,1386092.31291,1515245.58116,1386092.31291,1551656.09103
